split,name,species_slug,genus,species,id,filename,relative_wav_path,source_url,license,recordist,date,sound_type
test,American Robin,american_robin,Turdus,migratorius,70119,70119-9.wav,wavfiles/70119-9.wav,//www.xeno-canto.org/70119,//creativecommons.org/licenses/by-nc-nd/2.5/,Paul Driver,2010-07-13,dawn song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-0.wav,wavfiles/78015-0.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-1.wav,wavfiles/78015-1.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-10.wav,wavfiles/78015-10.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-11.wav,wavfiles/78015-11.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-13.wav,wavfiles/78015-13.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-14.wav,wavfiles/78015-14.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-15.wav,wavfiles/78015-15.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-2.wav,wavfiles/78015-2.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-4.wav,wavfiles/78015-4.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-5.wav,wavfiles/78015-5.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-7.wav,wavfiles/78015-7.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-8.wav,wavfiles/78015-8.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,78015,78015-9.wav,wavfiles/78015-9.wav,//www.xeno-canto.org/78015,//creativecommons.org/licenses/by-nc-nd/2.5/,Mike Nelson,2011-05-07,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-0.wav,wavfiles/129798-0.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-1.wav,wavfiles/129798-1.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-10.wav,wavfiles/129798-10.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-11.wav,wavfiles/129798-11.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-12.wav,wavfiles/129798-12.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-13.wav,wavfiles/129798-13.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-14.wav,wavfiles/129798-14.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-2.wav,wavfiles/129798-2.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-3.wav,wavfiles/129798-3.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-4.wav,wavfiles/129798-4.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-5.wav,wavfiles/129798-5.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-6.wav,wavfiles/129798-6.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-7.wav,wavfiles/129798-7.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,129798,129798-9.wav,wavfiles/129798-9.wav,//www.xeno-canto.org/129798,//creativecommons.org/licenses/by-nc-sa/3.0/,Thomas G. Graves,2013-04-14,song
test,American Robin,american_robin,Turdus,migratorius,138063,138063-0.wav,wavfiles/138063-0.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-1.wav,wavfiles/138063-1.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-10.wav,wavfiles/138063-10.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-14.wav,wavfiles/138063-14.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-15.wav,wavfiles/138063-15.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-16.wav,wavfiles/138063-16.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-2.wav,wavfiles/138063-2.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-3.wav,wavfiles/138063-3.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-4.wav,wavfiles/138063-4.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-5.wav,wavfiles/138063-5.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-6.wav,wavfiles/138063-6.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-7.wav,wavfiles/138063-7.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-8.wav,wavfiles/138063-8.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,138063,138063-9.wav,wavfiles/138063-9.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-0.wav,wavfiles/165272-0.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-1.wav,wavfiles/165272-1.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-10.wav,wavfiles/165272-10.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-11.wav,wavfiles/165272-11.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-13.wav,wavfiles/165272-13.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-2.wav,wavfiles/165272-2.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-3.wav,wavfiles/165272-3.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-4.wav,wavfiles/165272-4.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-5.wav,wavfiles/165272-5.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-6.wav,wavfiles/165272-6.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-7.wav,wavfiles/165272-7.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-8.wav,wavfiles/165272-8.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165272,165272-9.wav,wavfiles/165272-9.wav,//www.xeno-canto.org/165272,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2013-04-23,"call, song"
test,American Robin,american_robin,Turdus,migratorius,165303,165303-0.wav,wavfiles/165303-0.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-1.wav,wavfiles/165303-1.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-10.wav,wavfiles/165303-10.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-11.wav,wavfiles/165303-11.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-12.wav,wavfiles/165303-12.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-2.wav,wavfiles/165303-2.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-3.wav,wavfiles/165303-3.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-4.wav,wavfiles/165303-4.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-5.wav,wavfiles/165303-5.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-6.wav,wavfiles/165303-6.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-7.wav,wavfiles/165303-7.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-8.wav,wavfiles/165303-8.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,165303,165303-9.wav,wavfiles/165303-9.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song
test,American Robin,american_robin,Turdus,migratorius,307484,307484-11.wav,wavfiles/307484-11.wav,//www.xeno-canto.org/307484,//creativecommons.org/licenses/by-nc-sa/4.0/,J.R. Rigby,2016-03-17,"call, song"
test,American Robin,american_robin,Turdus,migratorius,307484,307484-12.wav,wavfiles/307484-12.wav,//www.xeno-canto.org/307484,//creativecommons.org/licenses/by-nc-sa/4.0/,J.R. Rigby,2016-03-17,"call, song"
test,American Robin,american_robin,Turdus,migratorius,310256,310256-0.wav,wavfiles/310256-0.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-1.wav,wavfiles/310256-1.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-10.wav,wavfiles/310256-10.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-11.wav,wavfiles/310256-11.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-13.wav,wavfiles/310256-13.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-14.wav,wavfiles/310256-14.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-15.wav,wavfiles/310256-15.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-2.wav,wavfiles/310256-2.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-3.wav,wavfiles/310256-3.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-4.wav,wavfiles/310256-4.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-5.wav,wavfiles/310256-5.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-6.wav,wavfiles/310256-6.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-7.wav,wavfiles/310256-7.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-8.wav,wavfiles/310256-8.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,310256,310256-9.wav,wavfiles/310256-9.wav,//www.xeno-canto.org/310256,//creativecommons.org/licenses/by-nc-sa/4.0/,Daniel Parker,2016-03-11,song
test,American Robin,american_robin,Turdus,migratorius,320027,320027-0.wav,wavfiles/320027-0.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-1.wav,wavfiles/320027-1.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-10.wav,wavfiles/320027-10.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-11.wav,wavfiles/320027-11.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-13.wav,wavfiles/320027-13.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-2.wav,wavfiles/320027-2.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-4.wav,wavfiles/320027-4.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-5.wav,wavfiles/320027-5.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,320027,320027-6.wav,wavfiles/320027-6.wav,//www.xeno-canto.org/320027,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-05-30,"call, song"
test,American Robin,american_robin,Turdus,migratorius,383961,383961-0.wav,wavfiles/383961-0.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-1.wav,wavfiles/383961-1.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-10.wav,wavfiles/383961-10.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-11.wav,wavfiles/383961-11.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-12.wav,wavfiles/383961-12.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-13.wav,wavfiles/383961-13.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-14.wav,wavfiles/383961-14.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-15.wav,wavfiles/383961-15.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-16.wav,wavfiles/383961-16.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-5.wav,wavfiles/383961-5.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-6.wav,wavfiles/383961-6.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-7.wav,wavfiles/383961-7.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-8.wav,wavfiles/383961-8.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,383961,383961-9.wav,wavfiles/383961-9.wav,//www.xeno-canto.org/383961,//creativecommons.org/licenses/by-nc-sa/4.0/,Antonio Xeira,2015-05-05,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-0.wav,wavfiles/483628-0.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-1.wav,wavfiles/483628-1.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-12.wav,wavfiles/483628-12.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-13.wav,wavfiles/483628-13.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-14.wav,wavfiles/483628-14.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-15.wav,wavfiles/483628-15.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-2.wav,wavfiles/483628-2.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-3.wav,wavfiles/483628-3.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-4.wav,wavfiles/483628-4.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
test,American Robin,american_robin,Turdus,migratorius,483628,483628-5.wav,wavfiles/483628-5.wav,//www.xeno-canto.org/483628,//creativecommons.org/licenses/by-nc-sa/4.0/,Barry Edmonston,2019-06-16,song
