split,name,species_slug,genus,species,id,filename,relative_wav_path,source_url,license,recordist,date,sound_type,audio_sha256
test,American Robin,american_robin,Turdus,migratorius,138063,138063-14.wav,wavfiles/138063-14.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",6480798043965E7266BF0CE76482DCB822D1D53E9E01E8F61DBFCF30C45762DB
test,American Robin,american_robin,Turdus,migratorius,138063,138063-15.wav,wavfiles/138063-15.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",D2BA7AE48B74F943986B46E95305F7E3AEC4D7A02F2EB51E7908B431F28D9418
test,American Robin,american_robin,Turdus,migratorius,138063,138063-16.wav,wavfiles/138063-16.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",DDE1BEE6962F0A191E3B59CDA0AF97E5459C6516D960A5C0C01E8E73481CFEC5
test,American Robin,american_robin,Turdus,migratorius,138063,138063-2.wav,wavfiles/138063-2.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",135293282752BD3F04716B5EB5460C3179D498FC3CD610F98B7CD54E0D6521FF
test,American Robin,american_robin,Turdus,migratorius,138063,138063-3.wav,wavfiles/138063-3.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",EE07CAEA5CD6AD344936883A19442D1A070DC1AB59E2CFEB64B06E0C73E225CB
test,American Robin,american_robin,Turdus,migratorius,138063,138063-4.wav,wavfiles/138063-4.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",7863B3091FAED2CC2372420573A1FB0960C5191FD5A172365C51BD8F34207A71
test,American Robin,american_robin,Turdus,migratorius,138063,138063-5.wav,wavfiles/138063-5.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",510949DAA51382689313A7269C9D0C74D44E2A3930C07937C5EB993FCA25F847
test,American Robin,american_robin,Turdus,migratorius,138063,138063-6.wav,wavfiles/138063-6.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",157B1624523C8E76DEE1FA311ABF94922CBBEDCFA7A2E085C0315F80B736F93A
test,American Robin,american_robin,Turdus,migratorius,138063,138063-7.wav,wavfiles/138063-7.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",E557C7630B661869B8D1D4F64FCDE91D617FF5087CADB311B663CF40F80AF7AC
test,American Robin,american_robin,Turdus,migratorius,138063,138063-8.wav,wavfiles/138063-8.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",81550D129FA2A7C1630C2C9A6C7155E7DEF1BFC928CB17FEF8B907A79A9628FC
test,American Robin,american_robin,Turdus,migratorius,138063,138063-9.wav,wavfiles/138063-9.wav,//www.xeno-canto.org/138063,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Driver,2013-04-18,"call, song",71AFC681D373AD3092D30E24AD969F32670C213C2F1F19D9741FF65C8CC614F4
test,American Robin,american_robin,Turdus,migratorius,165303,165303-0.wav,wavfiles/165303-0.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,6BACEE102A4BC183B607B7857AF7F9826C351F03F2CC92970BEFB6D6DED83B5F
test,American Robin,american_robin,Turdus,migratorius,165303,165303-1.wav,wavfiles/165303-1.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,949F85D9428D2DB21785C3687A4E7C642D65E12F5312B9334DC567FA77C54934
test,American Robin,american_robin,Turdus,migratorius,165303,165303-10.wav,wavfiles/165303-10.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,A8C1654AE2445A43BAE1B204FEF3E86691FCDA074C1E499847E414D958C6E63F
test,American Robin,american_robin,Turdus,migratorius,165303,165303-11.wav,wavfiles/165303-11.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,3D780359F68115C09F128B97E82EB43A39EF15DD8071A76FED9EC5E56F740C43
test,American Robin,american_robin,Turdus,migratorius,165303,165303-12.wav,wavfiles/165303-12.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,1CCAC0B708314FF8C83B17F0824B06A29B29DCC48D49650851E998AD0FF081B7
test,American Robin,american_robin,Turdus,migratorius,165303,165303-2.wav,wavfiles/165303-2.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,FBB758492131CF01AA995FA52BF148E70BD9F5B9724E0C5FF0E2D4C2D882212D
test,American Robin,american_robin,Turdus,migratorius,165303,165303-3.wav,wavfiles/165303-3.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,FAAFF1B1D1B0B2CD863344B570237CEB752087E1FC2B40B98BE62C712069C42F
test,American Robin,american_robin,Turdus,migratorius,165303,165303-4.wav,wavfiles/165303-4.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,948AD346DEC4C388382F4ABFE82D2D250B6E259F9E235E7C4DE26C668E252C0E
test,American Robin,american_robin,Turdus,migratorius,165303,165303-5.wav,wavfiles/165303-5.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,14C955859F1650899CE6AA62A63A6A643E148975582448DD924454D1C46FAE9B
test,American Robin,american_robin,Turdus,migratorius,165303,165303-6.wav,wavfiles/165303-6.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,C1AFA88B2EA8FA4AC4384E8E990968A1F5B0991F3A6C708F87A77B9BF5C29B86
test,American Robin,american_robin,Turdus,migratorius,165303,165303-7.wav,wavfiles/165303-7.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,BF80BB1B469E1A1CC31C71CD2C47F18B5F0E5B27552B2CF7B826C29202B92BE5
test,American Robin,american_robin,Turdus,migratorius,165303,165303-8.wav,wavfiles/165303-8.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,D89195C11476B49CBA1BD58C750BE6B2E9FE35892E05B1ACDBC9156574302CB8
test,American Robin,american_robin,Turdus,migratorius,165303,165303-9.wav,wavfiles/165303-9.wav,//www.xeno-canto.org/165303,//creativecommons.org/licenses/by-nc-sa/3.0/,Paul Marvin,2012-05-31,song,B3710BC6FC4BDCA5798A131E6804A61CABD1FBD1960A27B889FE43AEC47F1861
test,American Robin,american_robin,Turdus,migratorius,172423,172423-4.wav,wavfiles/172423-4.wav,//www.xeno-canto.org/172423,//creativecommons.org/licenses/by-nc-sa/4.0/,Eric DeFonso,2013-03-28,song,8408D2CC8300CB2898B4C5A168080000E066CC2C46C0B563B3AD322E2FC7FB22
test,American Robin,american_robin,Turdus,migratorius,172423,172423-5.wav,wavfiles/172423-5.wav,//www.xeno-canto.org/172423,//creativecommons.org/licenses/by-nc-sa/4.0/,Eric DeFonso,2013-03-28,song,C6C0588B93523B4C9155BD9DBF22BD203728F6D188A05771A646A9CC3FA9DC92
test,American Robin,american_robin,Turdus,migratorius,178008,178008-0.wav,wavfiles/178008-0.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,42FEABFC807ACF5590D1542B1985DBC30732B031148DF6E32623AEE2DC92B7B8
test,American Robin,american_robin,Turdus,migratorius,178008,178008-1.wav,wavfiles/178008-1.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,F9D4734B932F8CA1A3FB700CF4DBF565F8508A60EDA092DA9A7B21098563991F
test,American Robin,american_robin,Turdus,migratorius,178008,178008-10.wav,wavfiles/178008-10.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,6EA5DE4495D527EEBE7A5C0736D533348D9DCA3B9F9489BFC4108C72866536FA
test,American Robin,american_robin,Turdus,migratorius,178008,178008-11.wav,wavfiles/178008-11.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,1B8B46AA67D1285B3B26680CA45211AEAB6020986DBDA324DE3165AC5CEC0621
test,American Robin,american_robin,Turdus,migratorius,178008,178008-12.wav,wavfiles/178008-12.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,01D7BF22E97505A5A95A2E847C7B227537B03BE4F3936F91F4CE402062ACC79F
test,American Robin,american_robin,Turdus,migratorius,178008,178008-2.wav,wavfiles/178008-2.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,88743E5F2B45871AA46DC9173A59CEF5CA33E489C88027EC0255AC6FE302EE02
test,American Robin,american_robin,Turdus,migratorius,178008,178008-3.wav,wavfiles/178008-3.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,F77F6729A4DB87438C4CBCA251229143F9D2D829B9601877BF93BB873579EC23
test,American Robin,american_robin,Turdus,migratorius,178008,178008-4.wav,wavfiles/178008-4.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,EA5BFAF6A7871CA7465CB1034CDB8D116D7BDE778EEEAEAA11E1860F66C13BA1
test,American Robin,american_robin,Turdus,migratorius,178008,178008-5.wav,wavfiles/178008-5.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,295F5706119F93688995257B46D81A804B71BBC60DFA99001D3BF4026FF3F2AB
test,American Robin,american_robin,Turdus,migratorius,178008,178008-8.wav,wavfiles/178008-8.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,A045111D597413F4C8056DA5E48A104AB871E6117B14A8D863AC42E42117D837
test,American Robin,american_robin,Turdus,migratorius,178008,178008-9.wav,wavfiles/178008-9.wav,//www.xeno-canto.org/178008,//creativecommons.org/licenses/by-nc-sa/4.0/,Thomas G. Graves,2014-05-04,song,D58C5E46050E60237F4B63F66A4A53101B3AC056E89C17E88CAAA9D5D46FFE15
test,American Robin,american_robin,Turdus,migratorius,313352,313352-0.wav,wavfiles/313352-0.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,857E062716369853E0C656E7354A700CB087841CA246FDBAE2F3ECF490C9A35D
test,American Robin,american_robin,Turdus,migratorius,313352,313352-1.wav,wavfiles/313352-1.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,CC36B2F6CFA199562DEAF8EC117342EE62D6A2C1A91997A93B78E875546C1710
test,American Robin,american_robin,Turdus,migratorius,313352,313352-10.wav,wavfiles/313352-10.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,C0260789F243F25EAA2AB01C6A47827A43DF5A96F0B07A2EDF2244AB0A460937
test,American Robin,american_robin,Turdus,migratorius,313352,313352-11.wav,wavfiles/313352-11.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,3083E47DD56F0B2D1FB15627AB133E2BE0CDB5119E3E57F1056C61A55C2F6F1A
test,American Robin,american_robin,Turdus,migratorius,313352,313352-12.wav,wavfiles/313352-12.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,E49EE6E485FC0378B30E20775C3AD8FF584269D232944556B34FD7E14957D35E
test,American Robin,american_robin,Turdus,migratorius,313352,313352-13.wav,wavfiles/313352-13.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,81E2D5B6C78B856C3E1EF69EB244A6F9A401B7D68E5E76DDE00A8F380BAACC9C
test,American Robin,american_robin,Turdus,migratorius,313352,313352-14.wav,wavfiles/313352-14.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,92C46481AC23550E94652F0BCAA317738B5A3B84B4C3592C82D352B145F887CD
test,American Robin,american_robin,Turdus,migratorius,313352,313352-2.wav,wavfiles/313352-2.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,B88CBB126C0C56DA352B3667B55E78D04E69D18E1D4003D5298A827F7992FA56
test,American Robin,american_robin,Turdus,migratorius,313352,313352-3.wav,wavfiles/313352-3.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,0821C15AC55AD1AF14566638F3AD340C713571E5390A95F3FAE2DB7986D21771
test,American Robin,american_robin,Turdus,migratorius,313352,313352-4.wav,wavfiles/313352-4.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,4EDBE332A4DC410978B1D252E09F939DF12A1C3BAF5DA0F24B511CB1CA8490F1
test,American Robin,american_robin,Turdus,migratorius,313352,313352-7.wav,wavfiles/313352-7.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,E78974757EDB5B57DCF42E3945E95CCEF55D1A8080C5B7BBCF80DB7E0E7C23B8
test,American Robin,american_robin,Turdus,migratorius,313352,313352-8.wav,wavfiles/313352-8.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,6DCC1B667D254BCA2CBF3E6947588A7955A83414BE885A518BFCFE585267E3E6
test,American Robin,american_robin,Turdus,migratorius,313352,313352-9.wav,wavfiles/313352-9.wav,//www.xeno-canto.org/313352,//creativecommons.org/licenses/by-nc-sa/4.0/,Matt Wistrand,2016-04-20,song,F33669A14B694B48A1AD52DE093F2220A70BAB5F0B9B85F71CD280BA687E6F4F
test,American Robin,american_robin,Turdus,migratorius,322572,322572-0.wav,wavfiles/322572-0.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,F3EB9EBE6D2A054292973D4E577E492B478040EA80465A3B35D21214538CDAB7
test,American Robin,american_robin,Turdus,migratorius,322572,322572-1.wav,wavfiles/322572-1.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,5E38359AD5EF7CB7DCFD5C98D3720F38DD6996554CE14376FB6E9333DCAB0A0B
test,American Robin,american_robin,Turdus,migratorius,322572,322572-10.wav,wavfiles/322572-10.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,FED9F5780F05923169661748AE73A23A42A5D91A4B794AC1676D5089D68F2CA7
test,American Robin,american_robin,Turdus,migratorius,322572,322572-11.wav,wavfiles/322572-11.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,F3B8192A912EB71B008A75D334E7B8030E36637886EF12D470125735697E0016
test,American Robin,american_robin,Turdus,migratorius,322572,322572-12.wav,wavfiles/322572-12.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,EBB89AAB4395BF62D8AFA407AB564DCB7957A98F3A04BD83AC3B8237ACF3D775
test,American Robin,american_robin,Turdus,migratorius,322572,322572-13.wav,wavfiles/322572-13.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,159A8774EC3C01E6138150AEB4EFF1817ABB061E0BE40C8402E1B5FDE13A978A
test,American Robin,american_robin,Turdus,migratorius,322572,322572-14.wav,wavfiles/322572-14.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,A03EBD3DD3ED0563B96C35A2E756911B5301E3C10878DDC1CFAACDD7E1C63E45
test,American Robin,american_robin,Turdus,migratorius,322572,322572-15.wav,wavfiles/322572-15.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,52254A3690B87A24FFCDE4857644712C092CF9C88D08C2A5FF0CE7FC80242191
test,American Robin,american_robin,Turdus,migratorius,322572,322572-16.wav,wavfiles/322572-16.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,040602CA12FDAE99612E8F4C9A2DB015710432E222DF28A7B530676A83B01979
test,American Robin,american_robin,Turdus,migratorius,322572,322572-2.wav,wavfiles/322572-2.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,B7A26D378D9347261DFFF259BA6473854DF8C61B89269484787B2B19992120BC
test,American Robin,american_robin,Turdus,migratorius,322572,322572-3.wav,wavfiles/322572-3.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,6FC66E4F547F37C2F3D8720D254A0A27AF528C561B8F2D6C07C4295235CA163B
test,American Robin,american_robin,Turdus,migratorius,322572,322572-4.wav,wavfiles/322572-4.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,2119A4976B10A338AE7AE066D52BFC362A8C43F2A17A080C0ABD7F20B73530BF
test,American Robin,american_robin,Turdus,migratorius,322572,322572-5.wav,wavfiles/322572-5.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,C587271C42F97C258EB06D4E7D492F181C055186126DDE2727E77F622545C7BE
test,American Robin,american_robin,Turdus,migratorius,322572,322572-6.wav,wavfiles/322572-6.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,1B5FB5B8A2EDA48B7CF55B3CB77B84497286307D1C675B4B0BDBC99D7BF62CF5
test,American Robin,american_robin,Turdus,migratorius,322572,322572-7.wav,wavfiles/322572-7.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,8B8E43CF3B57DC933BA3658964627A0A3C151AAA8D60A700C9635285A4B53E7A
test,American Robin,american_robin,Turdus,migratorius,322572,322572-8.wav,wavfiles/322572-8.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,511C688F62476695E41CF763A8FC2977FBC5CBC276B976E48722931A63394C78
test,American Robin,american_robin,Turdus,migratorius,322572,322572-9.wav,wavfiles/322572-9.wav,//www.xeno-canto.org/322572,//creativecommons.org/licenses/by-nc-sa/4.0/,Richard E. Webster,2015-06-03,vesper song,863FAD4493C4F240A7E31CAA3B5CE141DC878F1A27FE540F6CFDFC5DD8533123
test,American Robin,american_robin,Turdus,migratorius,325132,325132-0.wav,wavfiles/325132-0.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,A59307B4650894CE3DA1762AC576C5FE6202A89318C1AC4B315EA2FFA98408B6
test,American Robin,american_robin,Turdus,migratorius,325132,325132-1.wav,wavfiles/325132-1.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,B0CA81A8B916711B7DD3D0C18A8A76BFC657F30F8D8B3FCCCB90DF2D2A013B91
test,American Robin,american_robin,Turdus,migratorius,325132,325132-2.wav,wavfiles/325132-2.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,7E9FBA098D72D6651DAFC5E2D55598F3AA0C9D2AE38D1AFCC5DE611F9535D57C
test,American Robin,american_robin,Turdus,migratorius,325132,325132-3.wav,wavfiles/325132-3.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,516FB8057E2FC747A27CB68D35A8E1841BB95CC37CCE3EBB3A8B4A35EFB9C43E
test,American Robin,american_robin,Turdus,migratorius,325132,325132-4.wav,wavfiles/325132-4.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,9C17DA702A3643259E82B1F21C30ADD59DFA6EDC32FBB2DDD6A4B75363C8A046
test,American Robin,american_robin,Turdus,migratorius,325132,325132-5.wav,wavfiles/325132-5.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,C3977D512122D5DD51686ED2597FD2C49F36F8C0231B7CD118DEFE43178E01F2
test,American Robin,american_robin,Turdus,migratorius,325132,325132-6.wav,wavfiles/325132-6.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,58D7C0DACE821E2A389BB6F31E727DE3B0FE287ED7900228F4448D38F2A204D6
test,American Robin,american_robin,Turdus,migratorius,325132,325132-7.wav,wavfiles/325132-7.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,9E5887300B2D56079E16B1F02DACA6E41D0F806D18D639BE3882ECC888B44875
test,American Robin,american_robin,Turdus,migratorius,325132,325132-8.wav,wavfiles/325132-8.wav,//www.xeno-canto.org/325132,//creativecommons.org/licenses/by-nc-sa/4.0/,Sue Riffe,2016-06-11,song,DD13CDCC320E09619FE1CC1DC068052704FDFBA4ACBD49D1DBAE53B445673118
test,American Robin,american_robin,Turdus,migratorius,338199,338199-0.wav,wavfiles/338199-0.wav,//www.xeno-canto.org/338199,//creativecommons.org/licenses/by-nc-sa/4.0/,Bruce Lagerquist,2015-05-17,song,6F372E7A789B01AE86A62118346FB8A87E53C508C05FE895180D7FD243808DAC
test,American Robin,american_robin,Turdus,migratorius,338199,338199-1.wav,wavfiles/338199-1.wav,//www.xeno-canto.org/338199,//creativecommons.org/licenses/by-nc-sa/4.0/,Bruce Lagerquist,2015-05-17,song,CB7B126F8E2474B92FC8B33A0E940BEF6AC1004A233ED73CC5105EA23ECD50B5
